日付,コード,銘柄名,市場・商品区分,33業種コード,33業種区分,17業種コード,17業種区分,規模コード,規模区分
20260331,7481,尾家産業,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260331,7482,シモジマ,プライム（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20260331,7483,ドウシシャ,プライム（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20260331,7486,サンリン,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260331,7487,小津産業,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260331,7490,日新商事,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260331,7494,コナカ,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260331,7500,西川計測,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260331,7501,ティムコ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260331,7502,プラザホールディングス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260331,7504,高速,プライム（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20260331,7505,扶桑電通,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260331,7506,ハウス　オブ　ローゼ,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260331,7508,Ｇ‐７ホールディングス,プライム（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20260331,7509,アイエーグループ,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260331,7510,たけびし,プライム（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20260331,7512,イオン北海道,スタンダード（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20260331,7513,コジマ,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20260331,7514,ヒマラヤ,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260331,7515,マルヨシセンター,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260331,7516,コーナン商事,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20260331,7520,エコス,プライム（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20260331,7521,ムサシ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260331,7522,ワタミ,プライム（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20260331,7523,アールビバン,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260331,7524,マルシェ,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260331,7525,リックス,プライム（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20260331,7527,システムソフト,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20260331,7531,清和中央ホールディングス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260331,7532,パン・パシフィック・インターナショナルホールディングス,プライム（内国株式）,6100,小売業,14,小売,4,TOPIX Mid400
20260331,7537,丸文,プライム（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20260331,7538,大水,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260331,7539,アイナボホールディングス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260331,7544,スリーエフ,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260331,7545,西松屋チェーン,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20260331,7550,ゼンショーホールディングス,プライム（内国株式）,6100,小売業,14,小売,4,TOPIX Mid400
20260331,75505,ゼンショーホールディングス第１回社債型種類株式,プライム（内国株式）,6100,小売業,14,小売,-,-
20260331,7551,ウェッズ,スタンダード（内国株式）,3700,輸送用機器,6,自動車・輸送機,-,-
20260331,7552,ハピネット,プライム（内国株式）,6050,卸売業,13,商社・卸売,6,TOPIX Small 1
20260331,7554,幸楽苑,プライム（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20260331,7555,大田花き,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260331,7561,ハークスレイ,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260331,7562,安楽亭,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260331,7564,ワークマン,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260331,7565,萬世電機,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260331,7567,栄電子,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260331,7570,橋本総業ホールディングス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20260331,7571,ヤマノホールディングス,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260331,7575,日本ライフライン,プライム（内国株式）,6050,卸売業,13,商社・卸売,6,TOPIX Small 1
20260331,7578,ニチリョク,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260331,7581,サイゼリヤ,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20260331,7585,かんなん丸,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260331,7590,タカショー,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20260331,7593,ＶＴホールディングス,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20260331,7595,アルゴグラフィックス,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,6,TOPIX Small 1
20260331,7596,魚力,プライム（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20260331,7599,ＩＤＯＭ,プライム（内国株式）,6050,卸売業,13,商社・卸売,6,TOPIX Small 1
20260331,7600,日本エム・ディ・エム,プライム（内国株式）,3750,精密機器,9,電機・精密,7,TOPIX Small 2
20260331,7601,ポプラ,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260331,7602,レダックス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260331,7603,ジーイエット,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260331,7604,梅の花グループ,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260331,7606,ユナイテッドアローズ,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20260331,7607,進和,プライム（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20260331,7608,エスケイジャパン,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260331,7609,ダイトロン,プライム（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20260331,7610,テイツー,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260331,7611,ハイデイ日高,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20260331,7613,シークス,プライム（内国株式）,6050,卸売業,13,商社・卸売,6,TOPIX Small 1
20260331,7614,オーエムツーネットワーク,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260331,7615,京都きもの友禅ホールディングス,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260331,7616,コロワイド,プライム（内国株式）,6100,小売業,14,小売,4,TOPIX Mid400
20260331,7619,田中商事,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260331,7621,うかい,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260331,7624,ＮａＩＴＯ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260331,7625,グローバルダイニング,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260331,7628,オーハシテクニカ,プライム（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20260331,7630,壱番屋,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20260331,7634,星医療酸器,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260331,7636,ハンズマン,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260331,7637,白銅,プライム（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20260331,7638,ＮＥＷ　ＡＲＴ　ＨＯＬＤＩＮＧＳ,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260331,7640,トップカルチャー,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260331,7643,ダイイチ,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260331,7646,ＰＬＡＮＴ,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260331,7649,スギホールディングス,プライム（内国株式）,6100,小売業,14,小売,4,TOPIX Mid400
20260331,7670,オーウエル,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260331,7673,ダイコー通産,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260331,7674,ＮＡＴＴＹ　ＳＷＡＮＫＹホールディングス,グロース（内国株式）,6100,小売業,14,小売,-,-
20260331,7677,ヤシマキザイ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260331,7678,あさくま,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260331,7679,薬王堂ホールディングス,プライム（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20260331,7680,軽自動車館,PRO Market,6100,小売業,14,小売,-,-
20260331,7681,レオクラン,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260331,7682,浜木綿,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260331,7683,ダブルエー,プライム（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20260331,7685,ＢｕｙＳｅｌｌ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,グロース（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260331,7686,ひとまいる,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260331,7687,ミクリード,グロース（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260331,7689,コパ・コーポレーション,グロース（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260331,7690,カレント自動車,PRO Market,6050,卸売業,13,商社・卸売,-,-
20260331,7691,Ｃ　Ｃｈａｎｎｅｌ,PRO Market,6100,小売業,14,小売,-,-
20260331,7692,アースインフィニティ,スタンダード（内国株式）,4050,電気・ガス業,11,電力・ガス,-,-
20260331,7693,北海道歯科産業,PRO Market,6050,卸売業,13,商社・卸売,-,-
20260331,7694,いつも,グロース（内国株式）,6100,小売業,14,小売,-,-
20260331,7695,交換できるくん,グロース（内国株式）,6100,小売業,14,小売,-,-
20260331,7698,アイスコ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260331,7699,オムニ・プラス・システム・リミテッド　ＪＤＲ,グロース（外国株式）,6050,卸売業,13,商社・卸売,-,-
20260331,7701,島津製作所,プライム（内国株式）,3750,精密機器,9,電機・精密,4,TOPIX Mid400
20260331,7702,ＪＭＳ,スタンダード（内国株式）,3750,精密機器,9,電機・精密,7,TOPIX Small 2
20260331,7707,プレシジョン・システム・サイエンス,グロース（内国株式）,3750,精密機器,9,電機・精密,-,-
20260331,7709,クボテック,スタンダード（内国株式）,3750,精密機器,9,電機・精密,-,-
20260331,7711,助川電気工業,スタンダード（内国株式）,3750,精密機器,9,電機・精密,-,-
20260331,7713,シグマ光機,スタンダード（内国株式）,3750,精密機器,9,電機・精密,-,-
20260331,7715,長野計器,プライム（内国株式）,3750,精密機器,9,電機・精密,7,TOPIX Small 2
20260331,7716,ナカニシ,スタンダード（内国株式）,3750,精密機器,9,電機・精密,-,-
20260331,7717,ブイ・テクノロジー,プライム（内国株式）,3750,精密機器,9,電機・精密,7,TOPIX Small 2
20260331,7719,東京衡機,スタンダード（内国株式）,3750,精密機器,9,電機・精密,-,-
20260331,7721,東京計器,プライム（内国株式）,3750,精密機器,9,電機・精密,6,TOPIX Small 1
20260331,7722,国際計測器,スタンダード（内国株式）,3750,精密機器,9,電機・精密,-,-
20260331,7723,愛知時計電機,プライム（内国株式）,3750,精密機器,9,電機・精密,7,TOPIX Small 2
20260331,7725,インターアクション,プライム（内国株式）,3750,精密機器,9,電機・精密,7,TOPIX Small 2
20260331,7726,黒田精工,スタンダード（内国株式）,3600,機械,8,機械,-,-
20260331,7727,オーバル,スタンダード（内国株式）,3750,精密機器,9,電機・精密,-,-
20260331,7729,東京精密,プライム（内国株式）,3750,精密機器,9,電機・精密,4,TOPIX Mid400
20260331,7730,マニー,プライム（内国株式）,3750,精密機器,9,電機・精密,6,TOPIX Small 1
20260331,7731,ニコン,プライム（内国株式）,3750,精密機器,9,電機・精密,4,TOPIX Mid400
20260331,7733,オリンパス,プライム（内国株式）,3750,精密機器,9,電機・精密,2,TOPIX Large70
20260331,7734,理研計器,プライム（内国株式）,3750,精密機器,9,電機・精密,6,TOPIX Small 1
20260331,7735,ＳＣＲＥＥＮホールディングス,プライム（内国株式）,3650,電気機器,9,電機・精密,4,TOPIX Mid400
20260331,7739,キヤノン電子,プライム（内国株式）,3650,電気機器,9,電機・精密,-,-
20260331,7740,タムロン,プライム（内国株式）,3750,精密機器,9,電機・精密,6,TOPIX Small 1
20260331,7741,ＨＯＹＡ,プライム（内国株式）,3750,精密機器,9,電機・精密,1,TOPIX Core30
20260331,7743,シード,スタンダード（内国株式）,3750,精密機器,9,電機・精密,-,-
20260331,7744,ノーリツ鋼機,プライム（内国株式）,3750,精密機器,9,電機・精密,6,TOPIX Small 1
20260331,7745,Ａ＆Ｄホロンホールディングス,プライム（内国株式）,3750,精密機器,9,電機・精密,6,TOPIX Small 1
20260331,7746,岡本硝子,スタンダード（内国株式）,3750,精密機器,9,電機・精密,-,-
20260331,7747,朝日インテック,プライム（内国株式）,3750,精密機器,9,電機・精密,4,TOPIX Mid400
20260331,7749,メディキット,スタンダード（内国株式）,3750,精密機器,9,電機・精密,-,-
20260331,7751,キヤノン,プライム（内国株式）,3650,電気機器,9,電機・精密,2,TOPIX Large70
20260331,7752,リコー,プライム（内国株式）,3650,電気機器,9,電機・精密,4,TOPIX Mid400
20260331,7760,ＩＭＶ,スタンダード（内国株式）,3750,精密機器,9,電機・精密,-,-
20260331,7762,シチズン時計,プライム（内国株式）,3750,精密機器,9,電機・精密,6,TOPIX Small 1
20260331,7769,リズム,プライム（内国株式）,3750,精密機器,9,電機・精密,-,-
20260331,7771,日本精密,スタンダード（内国株式）,3750,精密機器,9,電機・精密,-,-
20260331,7774,ジャパン・ティッシュエンジニアリング,グロース（内国株式）,3750,精密機器,9,電機・精密,-,-
20260331,7775,大研医器,スタンダード（内国株式）,3750,精密機器,9,電機・精密,-,-
20260331,7776,セルシード,グロース（内国株式）,3750,精密機器,9,電機・精密,-,-
20260331,7777,スリー・ディー・マトリックス,グロース（内国株式）,3750,精密機器,9,電機・精密,-,-
20260331,7779,ＣＹＢＥＲＤＹＮＥ,グロース（内国株式）,3750,精密機器,9,電機・精密,-,-
20260331,7780,メニコン,プライム（内国株式）,3750,精密機器,9,電機・精密,6,TOPIX Small 1
20260331,7781,平山ホールディングス,スタンダード（内国株式）,3750,精密機器,9,電機・精密,-,-
20260331,7782,シンシア,スタンダード（内国株式）,3750,精密機器,9,電機・精密,-,-
20260331,7791,ドリームベッド,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260331,7792,コラントッテ,グロース（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260331,7793,イメージ・マジック,グロース（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260331,7794,イーディーピー,グロース（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260331,7795,ＫＹＯＲＩＴＳＵ,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260331,7800,アミファ,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260331,7803,ブシロード,グロース（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260331,7804,ビーアンドピー,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260331,7805,プリントネット,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260331,7806,ＭＴＧ,グロース（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260331,7807,幸和製作所,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260331,7808,シー・エス・ランバー,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260331,7809,壽屋,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260331,7810,クロスフォー,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260331,7811,中本パックス,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260331,7812,クレステック,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260331,7813,プラッツ,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260331,7814,日本創発グループ,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260331,7815,東京ボード工業,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260331,7818,トランザクション,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他,7,TOPIX Small 2
20260331,7819,粧美堂,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260331,7820,ニホンフラッシュ,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他,7,TOPIX Small 2
20260331,7821,前田工繊,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他,6,TOPIX Small 1
20260331,7822,永大産業,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260331,7823,アートネイチャー,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,7,TOPIX Small 2
20260331,7826,フルヤ金属,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他,6,TOPIX Small 1
20260331,7827,オービス,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260331,7831,ウイルコホールディングス,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260331,7832,バンダイナムコホールディングス,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他,2,TOPIX Large70
20260331,7833,アイフィスジャパン,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260331,7836,アビックス,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260331,7837,アールシーコア,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260331,7839,ＳＨＯＥＩ,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他,6,TOPIX Small 1
20260331,7840,フランスベッドホールディングス,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他,7,TOPIX Small 2
20260331,7841,遠藤製作所,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260331,7844,マーベラス,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20260331,7846,パイロットコーポレーション,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他,4,TOPIX Mid400
20260331,7847,グラファイトデザイン,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260331,7849,スターツ出版,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20260331,7850,総合商研,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260331,7851,カワセコンピュータサプライ,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260331,7856,萩原工業,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他,7,TOPIX Small 2
20260331,7857,セキ,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260331,7859,アルメディオ,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260331,7860,エイベックス,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,6,TOPIX Small 1
20260331,7863,平賀,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260331,7864,フジシールインターナショナル,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他,6,TOPIX Small 1
20260331,7865,ピープル,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260331,7867,タカラトミー,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他,4,TOPIX Mid400
20260331,7868,広済堂ホールディングス,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他,7,TOPIX Small 2
20260331,7871,フクビ化学工業,スタンダード（内国株式）,3200,化学,4,素材・化学,-,-
20260331,7872,エステールホールディングス,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260331,7874,レック,プライム（内国株式）,3200,化学,4,素材・化学,7,TOPIX Small 2
20260331,7875,竹田ｉＰホールディングス,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260331,7877,永大化工,スタンダード（内国株式）,3200,化学,4,素材・化学,-,-
20260331,7878,光・彩,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260331,7879,ノダ,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260331,7883,サンメッセ,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260331,7885,タカノ,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260331,7886,ヤマト　モビリティ　＆　Ｍｆｇ．,スタンダード（内国株式）,3200,化学,4,素材・化学,-,-
20260331,7887,南海プライウッド,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260331,7888,三光合成,プライム（内国株式）,3200,化学,4,素材・化学,7,TOPIX Small 2
20260331,7893,プロネクサス,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他,7,TOPIX Small 2
20260331,7896,セブン工業,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260331,7897,ホクシン,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260331,7898,ウッドワン,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260331,7901,マツモト,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260331,7902,ソノコム,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260331,7906,ヨネックス,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260331,7908,きもと,スタンダード（内国株式）,3200,化学,4,素材・化学,-,-
20260331,7911,ＴＯＰＰＡＮホールディングス,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他,4,TOPIX Mid400
20260331,7912,大日本印刷,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他,4,TOPIX Mid400
20260331,7914,共同印刷,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他,7,TOPIX Small 2
20260331,7915,ＮＩＳＳＨＡ,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他,6,TOPIX Small 1
20260331,7916,光村印刷,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260331,7917,ＺＡＣＲＯＳ,プライム（内国株式）,3200,化学,4,素材・化学,7,TOPIX Small 2
20260331,7918,ヴィア・ホールディングス,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20260331,7919,野崎印刷紙業,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260331,7921,ＴＡＫＡＲＡ　＆　ＣＯＭＰＡＮＹ,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他,7,TOPIX Small 2
20260331,7922,三光産業,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260331,7925,前澤化成工業,プライム（内国株式）,3200,化学,4,素材・化学,7,TOPIX Small 2
20260331,7927,ムトー精工,スタンダード（内国株式）,3200,化学,4,素材・化学,-,-
20260331,7928,旭化学工業,スタンダード（内国株式）,3200,化学,4,素材・化学,-,-
20260331,7931,未来工業,プライム（内国株式）,3200,化学,4,素材・化学,7,TOPIX Small 2
20260331,7932,ニッピ,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260331,7936,アシックス,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他,2,TOPIX Large70
20260331,7937,ツツミ,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,7,TOPIX Small 2
20260331,7938,リーガルコーポレーション,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260331,7939,研創,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260331,7940,ウェーブロックホールディングス,スタンダード（内国株式）,3200,化学,4,素材・化学,-,-
20260331,7942,ＪＳＰ,プライム（内国株式）,3200,化学,4,素材・化学,7,TOPIX Small 2
20260331,7943,ニチハ,プライム（内国株式）,3400,ガラス・土石製品,3,建設・資材,6,TOPIX Small 1
20260331,7944,ローランド,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他,6,TOPIX Small 1
20260331,7946,光陽社,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260331,7947,エフピコ,プライム（内国株式）,3200,化学,4,素材・化学,6,TOPIX Small 1
20260331,7949,小松ウオール工業,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他,7,TOPIX Small 2
20260331,7951,ヤマハ,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他,4,TOPIX Mid400
20260331,7952,河合楽器製作所,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他,7,TOPIX Small 2
20260331,7953,菊水化学工業,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260331,7955,クリナップ,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他,7,TOPIX Small 2
20260331,7956,ピジョン,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他,4,TOPIX Mid400
20260331,7957,フジコピアン,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260331,7962,キングジム,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他,7,TOPIX Small 2
20260331,7963,興研,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260331,7965,象印マホービン,プライム（内国株式）,3650,電気機器,9,電機・精密,6,TOPIX Small 1
20260331,7966,リンテック,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他,6,TOPIX Small 1
20260331,7970,信越ポリマー,プライム（内国株式）,3200,化学,4,素材・化学,6,TOPIX Small 1
20260331,7971,東リ,スタンダード（内国株式）,3200,化学,4,素材・化学,-,-
20260331,7972,イトーキ,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他,6,TOPIX Small 1
20260331,7974,任天堂,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他,1,TOPIX Core30
20260331,7975,リヒトラブ,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260331,7976,三菱鉛筆,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他,6,TOPIX Small 1
20260331,7979,松風,プライム（内国株式）,3750,精密機器,9,電機・精密,7,TOPIX Small 2
20260331,7980,重松製作所,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260331,7981,タカラスタンダード,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他,6,TOPIX Small 1
20260331,7983,ミロク,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260331,7984,コクヨ,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他,4,TOPIX Mid400
20260331,7985,ネポン,スタンダード（内国株式）,3550,金属製品,3,建設・資材,-,-
20260331,7986,日本アイ・エス・ケイ,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20260331,7987,ナカバヤシ,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,7,TOPIX Small 2
20260331,7988,ニフコ,プライム（内国株式）,3200,化学,4,素材・化学,4,TOPIX Mid400
20260331,7989,立川ブラインド工業,プライム（内国株式）,3550,金属製品,3,建設・資材,7,TOPIX Small 2
